Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,0.003184622834887321,-2.877897617632089e-05,0.4088102999735535,0.01935463388256442,0.4092805955185572,0.2791777659381232,0.2791777659381232,-5.541191724202456,0.2791608619183166,1.690401980653298e-05,5.237856771822198,5.237856771822198,7.19153618553182,5.237539623232957,0.0003171485892407688,5.389532160967629,5.389532160967629,7.315510678345214,5.389205828538931,0.0003263324286975478
0.0,-175.0,-0.03245766095355129,-0.001715536955127281,0.4075322115274959,0.01927847540427346,0.4092805955185574,0.27917776593812343,0.27917776593812343,-5.541191724202452,0.2774170693825056,0.0017606965556177,5.237856771822202,5.237856771822202,7.191536185531824,5.204823065337816,0.03303370648438461,5.389532160967633,5.389532160967633,7.315510678345216,5.355541879971151,0.033990280996480694
0.0,-170.0,-0.06785292234366185,-0.003389238661980223,0.4031525568770368,0.01905559608749433,0.40928059551855744,0.27917776593812343,0.27917776593812343,-5.541191724202452,0.2714854371469496,0.007692328791173792,5.237856771822202,5.237856771822202,7.191536185531824,5.093535406134139,0.1443213656880636,5.389532160967633,5.389532160967633,7.315510678345216,5.241031605153467,0.14850055581416588
0.0,-165.0,-0.1027317820240227,-0.005037146216137225,0.395704667838574,0.01868769217840572,0.40928059551855756,0.2791777659381236,0.2791777659381236,-5.54119172420245,0.26154619485557523,0.01763157108254826,5.237856771822206,5.237856771822206,7.191536185531827,4.907058064832556,0.3307987069896483,5.3895321609676365,5.3895321609676365,7.31551067834522,5.049154340841222,0.3403778201264142
0.0,-160.0,-0.1368287908120345,-0.006646718046077315,0.3852452273448485,0.0181775636479023,0.40928059551855756,0.2791777659381236,0.2791777659381236,-5.54119172420245,0.24790134135590672,0.03127642458221682,5.237856771822206,5.237856771822206,7.191536185531827,4.65105706108643,0.5867997107357753,5.3895321609676365,5.3895321609676365,7.31551067834522,4.78574018061596,0.6037919803516761
0.0,-155.0,-0.169884449882484,-0.008205704338288697,0.3718538380536003,0.01752909288212538,0.4092805955185574,0.27917776593812343,0.27917776593812343,-5.541191724202452,0.2309654686169022,0.048212297321221176,5.237856771822202,5.237856771822202,7.191536185531824,4.333310855851823,0.9045459159703785,5.389532160967633,5.389532160967633,7.315510678345216,4.458792830442127,0.9307393305255054
0.0,-150.0,-0.2016471857102923,-0.009702240265745996,0.3556324165232781,0.01674721513515991,0.4092805955185575,0.27917776593812355,0.27917776593812355,-5.541191724202451,0.2112531645617718,0.06792460137635176,5.237856771822205,5.237856771822205,7.191536185531826,3.963474006787463,1.2743827650347421,5.389532160967636,5.389532160967636,7.315510678345218,4.078246420111425,1.3112857408562115
0.0,-145.0,-0.2318752646969456,-0.01112493628640807,0.3367044175664894,0.01583788096877077,0.40928059551855744,0.27917776593812343,0.27917776593812343,-5.541191724202452,0.18936337757432284,0.08981438836380057,5.237856771822202,5.237856771822202,7.191536185531824,3.552783819405681,1.6850729524165209,5.389532160967633,5.389532160967633,7.315510678345216,3.655663659735962,1.7338685012316712
0.0,-140.0,-0.2603386329091424,-0.01246296482451037,0.3152138946843338,0.01480801096503529,0.4092805955185575,0.27917776593812355,0.27917776593812355,-5.541191724202451,0.1659612177554028,0.11321654818272071,5.237856771822205,5.237856771822205,7.191536185531826,3.113718907230821,2.1241378645913827,5.389532160967636,5.389532160967636,7.315510678345218,3.2038845126525635,2.1856476483150713
0.0,-135.0,-0.286820666928136,-0.01370614267495428,0.2913244037322769,0.01366544305653447,0.40928059551855744,0.27917776593812343,0.27917776593812343,-5.541191724202452,0.14175774788904497,0.13742001804907847,5.237856771822202,5.237856771822202,7.191536185531824,2.659620035441744,2.5782367363804592,5.389532160967633,5.389532160967633,7.315510678345216,2.7366360596340726,2.6528961013335612
