Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,0.004326810991799808,-0.001071428998337824,0.1150503911831718,-0.02404856972155593,0.11762140736494625,0.023057449238235304,0.023057449238235304,-16.371887388033205,0.02302433459595754,3.311464227775867e-05,1.5792773450846098,1.5792773450846098,1.984584054122426,1.5770092189012015,0.002268126183408128,1.7467764574420683,1.7467764574420683,2.422373299908298,1.744267772421026,0.002508685021042323
0.0,-175.0,-0.005716956127301893,0.001028619068575155,0.1149896961357761,-0.02405043884345522,0.11762140736494624,0.0230574492382353,0.0230574492382353,-16.371887388033205,0.023001214488825503,5.623474940980011e-05,1.5792773450846096,1.5792773450846096,1.9845840541224256,1.5754256499195551,0.0038516951650548023,1.746776457442068,1.746776457442068,2.4223732999082976,1.742516249153447,0.00426020828862122
0.0,-170.0,-0.01571721375828235,0.003120838723279087,0.1140538600681102,-0.02386926960370379,0.1176214073649462,0.02305744923823528,0.02305744923823528,-16.37188738803321,0.022629508582362352,0.00042794065587292647,1.5792773450846083,1.5792773450846083,1.9845840541224216,1.5499663412576956,0.029311003826912777,1.7467764574420666,1.7467764574420666,2.4223732999082936,1.7143567107850266,0.03241974665703989
0.0,-165.0,-0.02559785390224919,0.005189306910884942,0.1122500052577225,-0.02350644080960913,0.11762140736494628,0.023057449238235318,0.023057449238235318,-16.3718873880332,0.021920510972443782,0.001136938265791525,1.5792773450846107,1.5792773450846107,1.9845840541224287,1.5014048611262867,0.07787248395832362,1.7467764574420692,1.7467764574420692,2.4223732999083003,1.6606447706396805,0.08613168680238824
0.0,-160.0,-0.03528367892161306,0.007218281339509783,0.1095918601289171,-0.02296471380737632,0.11762140736494622,0.02305744923823529,0.02305744923823529,-16.371887388033205,0.020895764192676983,0.0021616850455583115,1.579277345084609,1.579277345084609,1.9845840541224236,1.431216725525821,0.14806061955878846,1.7467764574420674,1.7467764574420674,2.422373299908296,1.5830124388391653,0.16376401860290238
0.0,-155.0,-0.04470097383951564,0.009192320288623518,0.1060996547711563,-0.02224821146659607,0.11762140736494625,0.023057449238235304,0.023057449238235304,-16.371887388033205,0.01958640465541833,0.003471044582816968,1.5792773450846098,1.5792773450846098,1.984584054122426,1.3415345654396116,0.2377427796449978,1.7467764574420683,1.7467764574420683,2.422373299908298,1.4838185345013883,0.2629579229406794
0.0,-150.0,-0.05377806735531352,0.01109640012986607,0.1017999669758639,-0.02136238680271764,0.11762140736494626,0.023057449238235307,0.023057449238235307,-16.3718873880332,0.01803221658763952,0.005025232650595781,1.5792773450846103,1.5792773450846103,1.984584054122427,1.2350833279205151,0.3441940171640946,1.7467764574420688,1.7467764574420688,2.4223732999082994,1.366077014215115,0.3806994432269531
0.0,-145.0,-0.06244587730645259,0.01291602966593076,0.0967255199633845,-0.02031398147630867,0.11762140736494628,0.023057449238235318,0.023057449238235318,-16.3718873880332,0.016280423207322904,0.006777026030912407,1.5792773450846107,1.5792773450846107,1.9845840541224287,1.1150974799536237,0.4641798651309868,1.7467764574420692,1.7467764574420692,2.4223732999083003,1.2333653944941594,0.5134110629479096
0.0,-140.0,-0.07063843642543798,0.01463736041732577,0.09091493333951788,-0.01911097448494764,0.11762140736494628,0.023057449238235318,0.023057449238235318,-16.3718873880332,0.014384251869879152,0.008673197368356157,1.5792773450846107,1.5792773450846107,1.9845840541224287,0.9852227308136406,0.5940546142709697,1.7467764574420692,1.7467764574420692,2.4223732999083003,1.0897160507484207,0.6570604066936482
0.0,-135.0,-0.07829339439057162,0.01624729201766506,0.08441242917699988,-0.01776252143823426,0.11762140736494624,0.0230574492382353,0.0230574492382353,-16.371887388033205,0.01240131678188753,0.010656132456347767,1.5792773450846096,1.5792773450846096,1.9845840541224256,0.8494052590333925,0.729872086051217,1.746776457442068,1.746776457442068,2.4223732999082976,0.9394936955975401,0.8072827618445277
0.0,-130.0,-0.08535249234954899,0.01773357191536678,0.07726749545882668,-0.01627888487807226,0.11762140736494626,0.023057449238235307,0.023057449238235307,-16.3718873880332,0.010391868422583094,0.012665580815652212,1.5792773450846103,1.5792773450846103,1.984584054122427,0.7117718097659653,0.8675055353186446,1.7467764574420688,1.7467764574420688,2.4223732999082994,0.787262759286598,0.9595136981554705
0.0,-125.0,-0.09176200630450232,0.01908488862296909,0.06953450944482242,-0.01467135617452868,0.11762140736494628,0.023057449238235318,0.023057449238235318,-16.3718873880332,0.008416962863533366,0.014640486374701948,1.5792773450846107,1.5792773450846107,1.9845840541224287,0.5765043057214635,1.002773039363147,1.7467764574420692,1.7467764574420692,2.4223732999083003,0.6376487017828307,1.1091277556592383
0.0,-120.0,-0.09747315598406409,0.02029095780437978,0.06127232382785826,-0.01295216959168985,0.11762140736494625,0.023057449238235304,0.023057449238235304,-16.371887388033205,0.006536606610799624,0.01652084262743568,1.5792773450846098,1.5792773450846098,1.984584054122426,0.44771278156161803,1.1315645635229916,1.7467764574420683,1.7467764574420683,2.422373299908298,0.4951974705151229,1.2515789869269454
