Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,0.0004574656670474329,-4.234079308729696e-05,-0.05795621599407637,-0.006440184765816178,0.058314749590040856,0.005667549843908664,0.005667549843908664,-22.466046517326667,0.005667198072897262,3.517710114043393e-07,0.9943069901594148,0.9943069901594148,-0.024795074051581076,0.9942452759468879,6.171421252707706e-05,1.232076053023623,1.232076053023623,0.9063751658575931,1.231999581064622,7.647195900094333e-05
0.0,-175.0,0.00550694192387909,0.0005191194131102943,-0.05769580433476584,-0.006419368161707369,0.058314749590040876,0.0056675498439086695,0.0056675498439086695,-22.46604651732666,0.005616557888036213,5.099195587245634e-05,0.9943069901594156,0.9943069901594156,-0.024795074051577687,0.9853610329888091,0.008945957170606377,1.2320760530236237,1.2320760530236237,0.9063751658575956,1.2209908452252634,0.011085207798360076
0.0,-170.0,0.01051450702748758,0.001076628807121252,-0.05699629276678859,-0.006349696289767509,0.05831474959004088,0.00566754984390867,0.00566754984390867,-22.46604651732666,0.00548136425090689,0.0001861855930017806,0.9943069901594159,0.9943069901594159,-0.02479507405157623,0.9616428510362965,0.032664139123119405,1.232076053023624,1.232076053023624,0.906375165857597,1.1916009241101937,0.040475128913430566
0.0,-165.0,0.01544205038378398,0.001625944405823765,-0.05586300499555354,-0.006231699395011042,0.05831474959004089,0.005667549843908671,0.005667549843908671,-22.46604651732666,0.005265724951762186,0.0004018248921464849,0.994306990159416,0.994306990159416,-0.024795074051575744,0.9238113950459975,0.07049559511341841,1.2320760530236243,1.2320760530236243,0.9063751658575979,1.1447228156004752,0.0873532374231489
0.0,-160.0,0.0202520704124948,0.002162885585825887,-0.05430456602529767,-0.006066275505055559,0.058314749590040876,0.0056675498439086695,0.0056675498439086695,-22.46604651732666,0.004976192081587863,0.0006913577623208054,0.9943069901594156,0.9943069901594156,-0.024795074051577687,0.8730161546645373,0.12129083549487814,1.2320760530236237,1.2320760530236237,0.9063751658575956,1.0817808873017094,0.15029516572191423
0.0,-155.0,0.02490795995683209,0.002683365900533851,-0.05233283651759582,-0.005854683595589317,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.004621562950133469,0.0010459868937751987,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.8108005175672753,0.1835064725921401,1.2320760530236234,1.2320760530236234,0.9063751658575947,1.004687597855102,0.22738845516852144
0.0,-150.0,0.02937428488606046,0.003183424180478118,-0.04996282252456442,-0.005598534008806028,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.004212612784107246,0.0014549370598014222,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.7390548744047801,0.25525211575463547,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.9157853878494014,0.3162906651742222
0.0,-145.0,0.03361705377062775,0.003659254680204874,-0.04721256128374401,-0.005299776197728464,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.0037617673273651307,0.001905782516543536,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.6599591802394965,0.3343478099199186,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.8177755059489414,0.4143005470746817
0.0,-140.0,0.03760397657746854,0.004107236042296889,-0.04410298394383036,-0.004960683889693823,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.0032827252909714225,0.002384824552937245,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.5759167177142847,0.4183902724451307,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.7136359328198744,0.518440120203749
0.0,-135.0,0.04130471041665291,0.004523958858090101,-0.04065775626599438,-0.004583837781915791,0.058314749590040856,0.005667549843908664,0.005667549843908664,-22.466046517326667,0.00279004212479498,0.0028775077191136866,0.9943069901594148,0.9943069901594148,-0.024795074051581076,0.48948107452543504,0.5048259156339802,1.232076053023623,1.232076053023623,0.9063751658575931,0.6065308966945608,0.6255451563290623
0.0,-130.0,0.04469109046910051,0.004906251615332196,-0.03690309851314973,-0.004172105900820456,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.002298687757530361,0.0033688620863783062,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.4032785539526949,0.5910284362067203,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.4997147298979046,0.7323613231257187
0.0,-125.0,0.04773734433786004,0.005251204835305878,-0.0328675858979199,-0.003728621774633446,0.05831474959004086,0.005667549843908667,0.005667549843908667,-22.466046517326667,0.001823591742989594,0.0038439581009190728,0.9943069901594153,0.9943069901594153,-0.024795074051579137,0.31992837596308665,0.6743786141963286,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.39643298760643353,0.8356430654171899
0.0,-120.0,0.05042028819161185,0.005556193215718727,-0.0285819311080159,-0.003256760585338085,0.05831474959004086,0.005667549843908667,0.005667549843908667,-22.466046517326667,0.0013791896331643149,0.004288360210744351,0.9943069901594153,0.9943069901594153,-0.024795074051579137,0.2419630935375991,0.752343896621816,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.29982383329659024,0.932252219727033
0.0,-115.0,0.05271950320762309,0.005818895610838757,-0.02407875056413807,-0.00276011348150251,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.000978984361283253,0.004688565482625416,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.17175164233039522,0.8225553478290202,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.21282268723548975,1.019253365788134
0.0,-110.0,0.05461749097131793,0.006037312696815082,-0.01939231618932004,-0.002242460247470616,0.058314749590040856,0.005667549843908664,0.005667549843908664,-22.466046517326667,0.0006351359620188698,0.005032413881889795,0.9943069901594148,0.9943069901594148,-0.024795074051581076,0.11142736175769645,0.8828796284017184,1.232076053023623,1.232076053023623,0.9063751658575931,0.13807303522149345,1.0940030178021294
0.0,-105.0,0.05609980664977833,0.006209782187739564,-0.01455829457890062,-0.001707740536920949,0.05831474959004086,0.005667549843908667,0.005667549843908667,-22.466046517326667,0.00035809209498713005,0.005309457748921535,0.9943069901594153,0.9943069901594153,-0.024795074051579137,0.06282317455914563,0.9314838156002693,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.07784610760589784,1.1542299454177252
0.0,-100.0,0.05715516892564452,0.006334991486646344,-0.009613475556197152,-0.001160023889723379,0.05831474959004086,0.005667549843908667,0.005667549843908667,-22.466046517326667,0.00015627059789683138,0.005511279246011835,0.9943069901594153,0.9943069901594153,-0.024795074051579137,0.027415894367865155,0.96689109579155,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.03397186910800683,1.1981041839156163
0.0,-95.0,0.05777554585475198,0.006411987675167308,-0.004595492179735776,-0.0006034787602834394,0.05831474959004088,0.00566754984390867,0.00566754984390867,-22.46604651732666,3.58037148104577e-05,0.005631746129098211,0.9943069901594159,0.9943069901594159,-0.02479507405157623,0.006281353475518894,0.9880256366838966,1.232076053023624,1.232076053023624,0.906375165857597,0.007783416263142978,1.2242926367604807
0.0,-90.0,0.05795621599407636,0.00644018476581622,0.0004574656670474388,-4.234079308730472e-05,0.058314749590040856,0.005667549843908664,0.005667549843908664,-22.466046517326667,3.517710114043494e-07,0.005667198072897262,0.9943069901594148,0.9943069901594148,-0.024795074051581076,6.171421252707885e-05,0.9942452759468879,1.232076053023623,1.232076053023623,0.9063751658575931,7.647195900094553e-05,1.231999581064622
0.0,-85.0,0.05769580433476582,0.006419368161707394,0.005506941923879087,0.0005191194131103056,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,5.0991955872456315e-05,0.005616557888036209,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.00894595717060637,0.9853610329888086,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.011085207798360067,1.220990845225263
0.0,-80.0,0.05699629276678857,0.0063496962897675,0.01051450702748758,0.001076628807121256,0.05831474959004086,0.005667549843908667,0.005667549843908667,-22.466046517326667,0.00018618559300178064,0.005481364250906886,0.9943069901594153,0.9943069901594153,-0.024795074051579137,0.03266413912311941,0.9616428510362959,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.04047512891343057,1.1916009241101928
0.0,-75.0,0.05586300499555355,0.006231699395011045,0.01544205038378397,0.001625944405823761,0.0583147495900409,0.005667549843908673,0.005667549843908673,-22.46604651732666,0.0004018248921464844,0.005265724951762188,0.9943069901594164,0.9943069901594164,-0.02479507405157429,0.07049559511341831,0.923811395045998,1.2320760530236248,1.2320760530236248,0.9063751658575994,0.08735323742314877,1.1447228156004756
0.0,-70.0,0.05430456602529765,0.006066275505055575,0.0202520704124948,0.002162885585825889,0.058314749590040856,0.005667549843908664,0.005667549843908664,-22.466046517326667,0.0006913577623208054,0.0049761920815878605,0.9943069901594148,0.9943069901594148,-0.024795074051581076,0.12129083549487814,0.8730161546645369,1.232076053023623,1.232076053023623,0.9063751658575931,0.15029516572191423,1.0817808873017087
0.0,-65.0,0.05233283651759581,0.005854683595589324,0.02490795995683208,0.002683365900533852,0.058314749590040856,0.005667549843908664,0.005667549843908664,-22.466046517326667,0.0010459868937751978,0.004621562950133468,0.9943069901594148,0.9943069901594148,-0.024795074051581076,0.18350647259213995,0.8108005175672751,1.232076053023623,1.232076053023623,0.9063751658575931,0.22738845516852124,1.0046875978551018
0.0,-60.0,0.0499628225245644,0.005598534008806029,0.02937428488606047,0.003183424180478128,0.05831474959004086,0.005667549843908667,0.005667549843908667,-22.466046517326667,0.0014549370598014226,0.004212612784107244,0.9943069901594153,0.9943069901594153,-0.024795074051579137,0.2552521157546355,0.7390548744047797,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.3162906651742223,0.9157853878494009
0.0,-55.0,0.047212561283744,0.00529977619772847,0.03361705377062776,0.003659254680204884,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.0019057825165435369,0.0037617673273651307,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.33434780991991875,0.6599591802394965,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.41430054707468195,0.8177755059489414
0.0,-50.0,0.04410298394383037,0.004960683889693839,0.03760397657746855,0.004107236042296899,0.05831474959004089,0.005667549843908671,0.005667549843908671,-22.46604651732666,0.002384824552937246,0.003282725290971425,0.994306990159416,0.994306990159416,-0.024795074051575744,0.41839027244513094,0.575916717714285,1.2320760530236243,1.2320760530236243,0.9063751658575979,0.5184401202037492,0.713635932819875
0.0,-45.0,0.04065775626599438,0.004583837781915794,0.04130471041665293,0.004523958858090096,0.058314749590040876,0.0056675498439086695,0.0056675498439086695,-22.46604651732666,0.00287750771911369,0.00279004212479498,0.9943069901594156,0.9943069901594156,-0.024795074051577687,0.5048259156339806,0.48948107452543504,1.2320760530236237,1.2320760530236237,0.9063751658575956,0.625545156329063,0.6065308966945608
0.0,-40.0,0.03690309851314972,0.004172105900820454,0.04469109046910053,0.004906251615332184,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.0033688620863783084,0.0022986877575303594,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.5910284362067209,0.4032785539526946,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.7323613231257193,0.4997147298979042
0.0,-35.0,0.03286758589791988,0.003728621774633451,0.04773734433786005,0.005251204835305882,0.05831474959004087,0.005667549843908668,0.005667549843908668,-22.466046517326667,0.003843958100919076,0.001823591742989592,0.9943069901594155,0.9943069901594155,-0.024795074051578166,0.674378614196329,0.3199283759630863,1.2320760530236234,1.2320760530236234,0.9063751658575947,0.8356430654171905,0.3964329876064331
0.0,-30.0,0.0285819311080159,0.003256760585338101,0.05042028819161184,0.00555619321571873,0.058314749590040856,0.005667549843908664,0.005667549843908664,-22.466046517326667,0.004288360210744349,0.001379189633164315,0.9943069901594148,0.9943069901594148,-0.024795074051581076,0.7523438966218156,0.24196309353759912,1.232076053023623,1.232076053023623,0.9063751658575931,0.9322522197270324,0.29982383329659024
0.0,-25.0,0.02407875056413808,0.00276011348150251,0.05271950320762308,0.005818895610838763,0.05831474959004086,0.005667549843908667,0.005667549843908667,-22.466046517326667,0.004688565482625411,0.0009789843612832533,0.9943069901594153,0.9943069901594153,-0.024795074051579137,0.8225553478290196,0.17175164233039533,1.2320760530236234,1.2320760530236234,0.9063751658575947,1.0192533657881329,0.21282268723548986
0.0,-20.0,0.01939231618932004,0.00224246024747061,0.05461749097131794,0.006037312696815087,0.05831474959004086,0.005667549843908667,0.005667549843908667,-22.466046517326667,0.005032413881889798,0.0006351359620188699,0.9943069901594153,0.9943069901594153,-0.024795074051579137,0.8828796284017189,0.11142736175769646,1.2320760530236234,1.2320760530236234,0.9063751658575947,1.09400301780213,0.13807303522149347
