Theta(deg),Phi(deg),rEPhi_Real,rEPhi_Imag,rETheta_Real,rETheta_Imag,rETotal,RealizedGain,RealizedGain_Total,RealizedGain_dB,RealizedGain_Theta,RealizedGain_Phi,Gain,Gain_Total,Gain_dB,Gain_Theta,Gain_Phi,Directivity,Directivity_Total,Directivity_dB,Directivity_Theta,Directivity_Phi
0.0,-180.0,-0.001339159897621147,0.000275435498065221,-0.1317778279773598,-0.01684878172045579,0.13285761779378397,0.029417884617687413,0.029417884617687413,-15.313885597490595,0.029414769334505687,3.1152831817356442e-06,2.6988884970355427,2.6988884970355427,4.311849423103168,2.6986026912390537,0.00028580579648950866,3.09661943344078,3.09661943344078,4.908878349620926,3.096291508895335,0.00032792454544585726
0.0,-175.0,0.01015113048513263,0.001742855468078323,-0.1313930890326269,-0.01676066123381024,0.13285761779378394,0.029417884617687403,0.029417884617687403,-15.313885597490597,0.029241083790773368,0.0001768008269140186,2.698888497035542,2.698888497035542,4.311849423103166,2.6826682376856303,0.016220259349909963,3.0966194334407793,3.0966194334407793,4.908878349620925,3.0780088200814073,0.01861061335937038
0.0,-170.0,0.02156416463547439,0.003197011255614444,-0.1300083693430395,-0.01654498199481143,0.13285761779378394,0.029417884617687403,0.029417884617687403,-15.313885597490597,0.028625846481731086,0.0007920381359563262,2.698888497035542,2.698888497035542,4.311849423103166,2.626224447865237,0.07266404917030515,3.0966194334407793,3.0966194334407793,4.908878349620925,3.013246998076956,0.08337243536382381
0.0,-165.0,0.03281308247214162,0.00462683585708717,-0.1276342074615519,-0.01620338545269883,0.13285761779378402,0.02941788461768744,0.02941788461768744,-15.313885597490593,0.027587751081688934,0.0018301335359985123,2.6988884970355453,2.6988884970355453,4.3118494231031725,2.530986337769627,0.16790215926591856,3.0966194334407833,3.0966194334407833,4.90887834962093,2.9039737980725193,0.19264563536826446
0.0,-160.0,0.0438122729381149,0.006021447443927584,-0.1242886721936402,-0.01573847136341958,0.13285761779378397,0.029417884617687413,0.029417884617687413,-15.313885597490595,0.026158339594075528,0.0032595450236119062,2.6988884970355427,2.6988884970355427,4.311849423103168,2.3998476691812405,0.2990408278543033,3.09661943344078,3.09661943344078,4.908878349620926,2.7535094309553183,0.3431100024854638
0.0,-155.0,0.05447802555245544,0.007370232179870331,-0.1199972250827828,-0.01515377800391585,0.13285761779378397,0.029417884617687413,0.029417884617687413,-15.313885597490595,0.024381043963624928,0.005036840654062493,2.6988884970355427,2.6988884970355427,4.311849423103168,2.2367930241857734,0.46209547284977004,3.09661943344078,3.09661943344078,4.908878349620926,2.5664256803815713,0.5301937530592098
0.0,-150.0,0.06472916749761057,0.008662924998656393,-0.1147925266327399,-0.014453755243701,0.13285761779378397,0.029417884617687413,0.029417884617687413,-15.313885597490595,0.022309866418713412,0.007108018198974008,2.6988884970355427,2.6988884970355427,4.311849423103168,2.0467767356617808,0.6521117613737621,3.09661943344078,3.09661943344078,4.908878349620926,2.348406991443517,0.7482124419972639
0.0,-145.0,0.07448768139356896,0.00988968772738557,-0.1087141877413992,-0.01364373067866556,0.13285761779378402,0.02941788461768744,0.02941788461768744,-15.313885597490593,0.0200077386409767,0.009410145976710735,2.6988884970355453,2.6988884970355453,4.3118494231031725,1.8355723523831835,0.863316144652361,3.0966194334407833,3.0966194334407833,4.90887834962093,2.106077751681758,0.9905416817590247
0.0,-140.0,0.0836792990572306,0.01104118396095261,-0.101808468237925,-0.01272986908485562,0.13285761779378394,0.029417884617687403,0.029417884617687403,-15.313885597490597,0.017544609618008397,0.011873274999679015,2.698888497035542,2.698888497035542,4.311849423103166,1.6095972126613207,1.0892912843742215,3.0966194334407793,3.0966194334407793,4.908878349620925,1.8468010124219365,1.2498184210188434
0.0,-135.0,0.09223406672812444,0.01210865011772765,-0.09412792481752646,-0.01171912550080483,0.13285761779378397,0.029417884617687413,0.029417884617687413,-15.313885597490595,0.014995320278768072,0.014422564338919353,2.6988884970355427,2.6988884970355427,4.311849423103168,1.3757174567677128,1.3231710402678305,3.09661943344078,3.09661943344078,4.908878349620926,1.5784547661861128,1.5181646672546685
