Phi[deg],Theta[deg],dB(GainTotal),Array_Data
-130,-82,-9.94021,
-128,-82,-5.86592,
-126,-82,-7.6405,
-124,-82,-11.847,
-122,-82,-4.77513,
-120,-82,-6.28761,
-118,-82,-21.6221,
-116,-82,-8.67229,
-114,-82,-5.9041,
-112,-82,-4.26374,
-110,-82,-3.85636,
-108,-82,-4.36544,
-106,-82,-2.24503,
-104,-82,-2.00904,
-102,-82,-3.20534,
-100,-82,-5.80183,
-98,-82,-10.7699,
-96,-82,-11.4939,
-94,-82,-7.79823,
-92,-82,-1.50932,
-90,-82,0.00292957,
-88,-82,-2.12411,
-86,-82,-4.9049,
-84,-82,-4.93177,
-82,-82,-5.19603,
-80,-82,-12.8704,
-78,-82,-5.19321,
-76,-82,-0.292246,
-74,-82,-1.85346,
-72,-82,-7.2663,
-70,-82,-2.46499,
-68,-82,-0.501013,
-66,-82,-5.07829,
-64,-82,-7.876,
-62,-82,-10.4167,
-60,-82,-14.7855,
-58,-82,-9.56814,
-56,-82,-5.74834,
-54,-82,-4.67046,
-52,-82,-7.68184,
-50,-82,-7.95572,
-48,-82,-17.7994,
-46,-82,-8.0374,
-44,-82,-5.08513,
-42,-82,-6.83496,
-40,-82,-5.12548,
-38,-82,-3.26474,
-36,-82,-3.9723,
-34,-82,-4.45389,
-32,-82,-2.12544,
-30,-82,-3.39399,
-28,-82,-13.5247,
-26,-82,-15.66,
-24,-82,-7.87246,
-22,-82,-8.15839,
-20,-82,-7.83954,
-18,-82,-0.355218,
-16,-82,-0.253927,
-14,-82,-4.9269,
-12,-82,-9.44179,
-10,-82,-14.7782,
-8,-82,-14.7053,
-6,-82,-10.1683,
-4,-82,-7.88524,
-2,-82,-5.20975,
0,-82,-3.00583,
2,-82,-2.93178,
4,-82,-6.61433,
6,-82,-19.8936,
8,-82,-16.8298,
10,-82,-25.1178,
12,-82,-9.79442,
14,-82,-3.60721,
16,-82,-3.08814,
18,-82,-5.4971,
20,-82,-5.61645,
22,-82,-4.85839,
24,-82,-5.06066,
26,-82,-7.89562,
28,-82,-18.5817,
30,-82,-4.50729,
32,-82,-5.24464,
34,-82,-17.9638,
36,-82,-6.26916,
38,-82,-7.78014,
40,-82,-6.32565,
42,-82,-6.95763,
44,-82,-7.67758,
46,-82,-8.61184,
48,-82,-8.8321,
50,-82,-9.21855,
52,-82,-6.22297,
54,-82,-6.73892,
56,-82,-14.109,
58,-82,-5.60767,
60,-82,-5.93441,
62,-82,-15.7959,
64,-82,-9.39455,
66,-82,-5.40515,
68,-82,-2.95375,
70,-82,-2.16601,
72,-82,-1.49548,
74,-82,-0.360383,
76,-82,-1.4081,
78,-82,-4.52918,
80,-82,-9.96489,
82,-82,-7.606,
84,-82,-4.82614,
86,-82,-8.99971,
88,-82,-5.0132,
90,-82,-1.55024,
92,-82,-2.73868,
94,-82,-6.01596,
96,-82,-7.51428,
98,-82,-8.99785,
100,-82,-11.2819,
102,-82,-2.22612,
104,-82,0.532744,
106,-82,-1.37324,
108,-82,-7.11256,
110,-82,-3.46159,
112,-82,-1.5977,
114,-82,-8.22859,
116,-82,-5.38445,
118,-82,-6.81981,
120,-82,-18.9086,
122,-82,-18.9809,
124,-82,-3.69403,
126,-82,-1.69493,
128,-82,-4.71022,
130,-82,-5.59338,
132,-82,-8.56951,
134,-82,-6.00359,
136,-82,-5.09318,
138,-82,-6.57997,
140,-82,-2.24142,
142,-82,-0.716904,
144,-82,-2.40748,
146,-82,-4.6594,
148,-82,-2.12862,
150,-82,-2.91287,
152,-82,-14.0255,
154,-82,-11.7542,
156,-82,-5.47172,
158,-82,-6.61806,
160,-82,-9.8183,
162,-82,0.663708,
164,-82,1.30096,
166,-82,-3.75802,
168,-82,-9.31097,
170,-82,-10.6999,
172,-82,-13.3065,
174,-82,-10.5375,
176,-82,-7.31096,
178,-82,-3.95372,
180,-82,-1.86545,
-180,-80,-2.05768,
-178,-80,-2.2018,
-176,-80,-6.20471,
-174,-80,-21.5707,
-172,-80,-11.4518,
-170,-80,-13.9671,
-168,-80,-8.18308,
-166,-80,-2.20521,
-164,-80,-1.85975,
-162,-80,-4.24062,
-160,-80,-4.02571,
-158,-80,-3.48184,
-156,-80,-4.7618,
-154,-80,-9.50366,
-152,-80,-11.6663,
-150,-80,-3.38181,
-148,-80,-5.56888,
-146,-80,-12.5799,
-144,-80,-7.44208,
-142,-80,-12.1456,
-140,-80,-6.13767,
-138,-80,-6.76598,
-136,-80,-5.20072,
-134,-80,-6.22749,
-132,-80,-9.29811,
-130,-80,-11.4671,
-128,-80,-6.79369,
-126,-80,-8.66185,
-124,-80,-12.3032,
-122,-80,-4.13361,
-120,-80,-5.3533,
-118,-80,-17.6111,
-116,-80,-8.07095,
-114,-80,-5.45562,
-112,-80,-4.01033,
-110,-80,-3.28061,
-108,-80,-3.57478,
-106,-80,-1.6936,
-104,-80,-1.50656,
-102,-80,-3.21954,
-100,-80,-6.4505,
-98,-80,-10.4881,
-96,-80,-8.9513,
-94,-80,-6.61956,
-92,-80,-1.31736,
-90,-80,0.29814,
-88,-80,-1.4523,
-86,-80,-3.8204,
-84,-80,-3.84563,
-82,-80,-4.3917,
-80,-80,-12.9218,
-78,-80,-4.94391,
-76,-80,-0.0824189,
-74,-80,-1.58333,
-72,-80,-5.66472,
-70,-80,-0.979877,
-68,-80,0.520665,
-66,-80,-4.32832,
-64,-80,-8.7833,
-62,-80,-12.0328,
-60,-80,-11.8206,
-58,-80,-8.01999,
-56,-80,-5.26162,
-54,-80,-4.77675,
-52,-80,-7.71023,
-50,-80,-7.45004,
-48,-80,-15.8962,
-46,-80,-7.87385,
-44,-80,-4.97254,
-42,-80,-6.7084,
-40,-80,-4.84532,
-38,-80,-3.05579,
-36,-80,-4.01967,
-34,-80,-4.09219,
-32,-80,-1.33495,
-30,-80,-2.47962,
-28,-80,-12.6113,
-26,-80,-16.3146,
-24,-80,-9.57564,
-22,-80,-9.68667,
-20,-80,-7.46046,
-18,-80,-0.0834383,
-16,-80,-0.113156,
-14,-80,-5.65137,
-12,-80,-11.0143,
-10,-80,-17.1075,
-8,-80,-13.7075,
-6,-80,-8.43464,
-4,-80,-6.81501,
-2,-80,-5.00393,
0,-80,-3.10607,
2,-80,-2.91329,
4,-80,-6.34109,
6,-80,-19.5346,
8,-80,-14.3886,
10,-80,-18.3121,
12,-80,-11.87,
14,-80,-4.13603,
16,-80,-3.01754,
18,-80,-4.44279,
20,-80,-4.65458,
22,-80,-4.67978,
24,-80,-4.7888,
26,-80,-7.32487,
28,-80,-16.4825,
30,-80,-3.72817,
32,-80,-4.35164,
34,-80,-18.8433,
36,-80,-6.87152,
38,-80,-8.82514,
40,-80,-6.62705,
42,-80,-7.28711,
44,-80,-8.43768,
46,-80,-9.03975,
48,-80,-9.13814,
50,-80,-10.182,
52,-80,-7.01027,
54,-80,-7.5972,
56,-80,-13.9414,
58,-80,-4.24831,
60,-80,-4.39783,
62,-80,-13.3783,
64,-80,-8.98563,
66,-80,-4.90031,
68,-80,-2.43326,
70,-80,-1.53206,
72,-80,-1.25642,
74,-80,-0.433375,
76,-80,-1.50643,
78,-80,-4.76266,
80,-80,-9.80288,
82,-80,-7.02299,
84,-80,-4.13122,
86,-80,-7.20523,
88,-80,-4.62283,
90,-80,-1.24507,
92,-80,-2.03024,
94,-80,-4.75285,
96,-80,-6.56675,
98,-80,-9.40068,
100,-80,-10.604,
102,-80,-1.38929,
104,-80,1.11755,
106,-80,-0.761984,
108,-80,-5.60727,
110,-80,-1.78412,
112,-80,-0.371441,
114,-80,-6.95807,
116,-80,-6.14754,
118,-80,-8.30531,
120,-80,-20.2353,
122,-80,-17.1578,
124,-80,-3.92084,
126,-80,-2.00104,
128,-80,-4.98286,
130,-80,-5.57686,
132,-80,-8.18722,
134,-80,-5.46812,
136,-80,-4.75155,
138,-80,-6.31704,
140,-80,-1.87691,
142,-80,-0.469112,
144,-80,-2.4985,
146,-80,-4.61774,
148,-80,-1.60495,
150,-80,-2.34344,
152,-80,-13.7525,
154,-80,-11.3741,
156,-80,-6.31891,
158,-80,-7.95624,
160,-80,-9.14214,
162,-80,1.01287,
164,-80,1.58238,
166,-80,-3.98684,
168,-80,-10.9665,
170,-80,-11.91,
172,-80,-14.2536,
174,-80,-9.51041,
176,-80,-6.68084,
178,-80,-3.97475,
180,-80,-2.05768,
-180,-78,-2.8576,
-178,-78,-2.74994,
-176,-78,-6.44959,
-174,-78,-16.7839,
-172,-78,-8.84468,
-170,-78,-11.0657,
-168,-78,-11.1107,
-166,-78,-3.1852,
-164,-78,-2.12407,
-162,-78,-3.52481,
-160,-78,-3.43472,
-158,-78,-3.51779,
-156,-78,-4.78578,
-154,-78,-9.15253,
-152,-78,-10.3795,
-150,-78,-2.67654,
-148,-78,-4.50549,
-146,-78,-12.7788,
-144,-78,-9.12311,
-142,-78,-13.4334,
-140,-78,-5.5591,
-138,-78,-6.91663,
-136,-78,-6.18081,
-134,-78,-6.82204,
-132,-78,-9.67404,
-130,-78,-14.1439,
-128,-78,-8.41579,
-126,-78,-10.2928,
-124,-78,-12.3156,
-122,-78,-3.44447,
-120,-78,-4.32881,
-118,-78,-14.641,
-116,-78,-7.75694,
-114,-78,-5.23495,
-112,-78,-3.92024,
-110,-78,-2.81862,
-108,-78,-2.93937,
-106,-78,-1.24856,
-104,-78,-1.04076,
-102,-78,-3.23852,
-100,-78,-7.25256,
-98,-78,-10.0353,
-96,-78,-6.7146,
-94,-78,-4.93631,
-92,-78,-1.22983,
-90,-78,0.283141,
-88,-78,-1.02832,
-86,-78,-2.72333,
-84,-78,-2.63102,
-82,-78,-3.61034,
-80,-78,-13.2801,
-78,-78,-4.63679,
-76,-78,0.0154064,
-74,-78,-1.48695,
-72,-78,-4.25082,
-70,-78,0.34778,
-68,-78,1.44379,
-66,-78,-3.57899,
-64,-78,-10.21,
-62,-78,-14.7483,
-60,-78,-8.94574,
-58,-78,-6.47812,
-56,-78,-5.06757,
-54,-78,-5.36921,
-52,-78,-7.91427,
-50,-78,-6.79707,
-48,-78,-13.8579,
-46,-78,-7.93597,
-44,-78,-5.16382,
-42,-78,-6.92725,
-40,-78,-4.61266,
-38,-78,-2.8607,
-36,-78,-4.10265,
-34,-78,-3.71322,
-32,-78,-0.65105,
-30,-78,-1.7511,
-28,-78,-12.3187,
-26,-78,-14.8761,
-24,-78,-12.0042,
-22,-78,-12.5607,
-20,-78,-7.43246,
-18,-78,-0.0997525,
-16,-78,-0.261493,
-14,-78,-6.98889,
-12,-78,-12.7451,
-10,-78,-18.9805,
-8,-78,-12.4387,
-6,-78,-6.70025,
-4,-78,-5.78963,
-2,-78,-5.22367,
0,-78,-3.79946,
2,-78,-3.3784,
4,-78,-6.41602,
6,-78,-16.8119,
8,-78,-11.3631,
10,-78,-13.1206,
12,-78,-16.4397,
14,-78,-5.33477,
16,-78,-3.29548,
18,-78,-3.55137,
20,-78,-3.79507,
22,-78,-4.71524,
24,-78,-4.73809,
26,-78,-6.96374,
28,-78,-14.2785,
30,-78,-2.89419,
32,-78,-3.42676,
34,-78,-18.4916,
36,-78,-7.89128,
38,-78,-10.4457,
40,-78,-6.80271,
42,-78,-7.49983,
44,-78,-9.62994,
46,-78,-9.88061,
48,-78,-9.64719,
50,-78,-11.8498,
52,-78,-8.48463,
54,-78,-9.01536,
56,-78,-12.8067,
58,-78,-2.91777,
60,-78,-2.90581,
62,-78,-11.2128,
64,-78,-8.90824,
66,-78,-4.56164,
68,-78,-2.01997,
70,-78,-0.993893,
72,-78,-1.15182,
74,-78,-0.69402,
76,-78,-1.71884,
78,-78,-5.08436,
80,-78,-9.70061,
82,-78,-6.80265,
84,-78,-3.59906,
86,-78,-5.21011,
88,-78,-3.92979,
90,-78,-1.07352,
92,-78,-1.45028,
94,-78,-3.53047,
96,-78,-5.48415,
98,-78,-9.94777,
100,-78,-9.7188,
102,-78,-0.640285,
104,-78,1.56603,
106,-78,-0.323654,
108,-78,-4.23303,
110,-78,-0.25664,
112,-78,0.765315,
114,-78,-5.67623,
116,-78,-7.38636,
118,-78,-11.1925,
120,-78,-15.188,
122,-78,-13.7899,
124,-78,-4.56767,
126,-78,-2.77765,
128,-78,-5.71085,
130,-78,-5.7149,
132,-78,-7.99416,
134,-78,-5.12415,
136,-78,-4.60468,
138,-78,-6.14815,
140,-78,-1.49626,
142,-78,-0.250517,
144,-78,-2.71881,
146,-78,-4.68207,
148,-78,-1.21816,
150,-78,-1.97112,
152,-78,-14.1473,
154,-78,-9.83552,
156,-78,-6.90262,
158,-78,-9.64047,
160,-78,-8.67353,
162,-78,1.13052,
164,-78,1.64612,
166,-78,-4.54907,
168,-78,-12.8445,
170,-78,-12.4918,
172,-78,-14.9374,
174,-78,-8.34648,
176,-78,-6.18899,
178,-78,-4.50774,
180,-78,-2.8576,
-180,-76,-4.64768,
-178,-76,-4.10279,
-176,-76,-7.32835,
-174,-76,-12.3692,
-172,-76,-6.24497,
-170,-76,-7.59368,
-168,-76,-15.4804,
-166,-76,-5.23333,
-164,-76,-3.13085,
-162,-76,-3.30406,
-160,-76,-3.10031,
-158,-76,-3.81465,
-156,-76,-5.13523,
-154,-76,-9.1157,
-152,-76,-9.00651,
-150,-76,-1.95949,
-148,-76,-3.47209,
-146,-76,-12.0563,
-144,-76,-11.6162,
-142,-76,-12.9329,
-140,-76,-4.56459,
-138,-76,-6.42978,
-136,-76,-7.29929,
-134,-76,-7.51279,
-132,-76,-9.65433,
-130,-76,-17.43,
-128,-76,-11.189,
-126,-76,-12.6765,
-124,-76,-11.6906,
-122,-76,-2.817,
-120,-76,-3.35441,
-118,-76,-12.59,
-116,-76,-7.97902,
-114,-76,-5.4158,
-112,-76,-4.09484,
-110,-76,-2.53054,
-108,-76,-2.53386,
-106,-76,-0.972691,
-104,-76,-0.624024,
-102,-76,-3.17945,
-100,-76,-8.14387,
-98,-76,-9.5595,
-96,-76,-4.78041,
-94,-76,-2.90841,
-92,-76,-1.00173,
-90,-76,-0.0399368,
-88,-76,-0.919597,
-86,-76,-1.73394,
-84,-76,-1.4363,
-82,-76,-2.95074,
-80,-76,-14.0045,
-78,-76,-4.31134,
-76,-76,-0.0828511,
-74,-76,-1.67331,
-72,-76,-3.14098,
-70,-76,1.40847,
-68,-76,2.15817,
-66,-76,-2.9548,
-64,-76,-12.1948,
-62,-76,-16.9283,
-60,-76,-6.28482,
-58,-76,-5.0101,
-56,-76,-5.30257,
-54,-76,-6.84534,
-52,-76,-8.15786,
-50,-76,-5.9485,
-48,-76,-11.8406,
-46,-76,-8.29104,
-44,-76,-5.78695,
-42,-76,-7.55668,
-40,-76,-4.34929,
-38,-76,-2.63611,
-36,-76,-4.18895,
-34,-76,-3.41607,
-32,-76,-0.207839,
-30,-76,-1.35339,
-28,-76,-13.015,
-26,-76,-11.1922,
-24,-76,-12.4062,
-22,-76,-18.236,
-20,-76,-8.02349,
-18,-76,-0.590777,
-16,-76,-0.854526,
-14,-76,-9.30166,
-12,-76,-12.7965,
-10,-76,-17.3793,
-8,-76,-11.3234,
-6,-76,-5.18842,
-4,-76,-4.93908,
-2,-76,-6.01023,
0,-76,-5.40432,
2,-76,-4.61694,
4,-76,-7.03558,
6,-76,-12.7108,
8,-76,-8.26565,
10,-76,-9.15727,
12,-76,-27.3525,
14,-76,-7.76719,
16,-76,-4.13783,
18,-76,-2.95749,
20,-76,-3.16967,
22,-76,-5.08805,
24,-76,-5.0267,
26,-76,-6.94057,
28,-76,-12.2319,
30,-76,-2.04427,
32,-76,-2.52271,
34,-76,-16.4194,
36,-76,-9.44326,
38,-76,-12.6784,
40,-76,-6.59163,
42,-76,-7.24898,
44,-76,-11.0279,
46,-76,-11.0496,
48,-76,-10.0301,
50,-76,-13.928,
52,-76,-11.1231,
54,-76,-11.2099,
56,-76,-11.1721,
58,-76,-1.75404,
60,-76,-1.56408,
62,-76,-9.2764,
64,-76,-9.41971,
66,-76,-4.53808,
68,-76,-1.80041,
70,-76,-0.602829,
72,-76,-1.22913,
74,-76,-1.19857,
76,-76,-1.99563,
78,-76,-5.33365,
80,-76,-9.71798,
82,-76,-7.176,
84,-76,-3.30927,
86,-76,-3.16259,
88,-76,-2.57323,
90,-76,-0.842255,
92,-76,-0.98605,
94,-76,-2.43574,
96,-76,-4.39241,
98,-76,-10.6082,
100,-76,-8.69836,
102,-76,-0.096159,
104,-76,1.75211,
106,-76,-0.192593,
108,-76,-3.12555,
110,-76,1.01502,
112,-76,1.69926,
114,-76,-4.56637,
116,-76,-9.22528,
118,-76,-17.5414,
120,-76,-9.64458,
122,-76,-9.86128,
124,-76,-5.80793,
126,-76,-4.36746,
128,-76,-7.1326,
130,-76,-6.01985,
132,-76,-8.13861,
134,-76,-5.08525,
136,-76,-4.74622,
138,-76,-6.05887,
140,-76,-1.09078,
142,-76,-0.0665923,
144,-76,-3.09856,
146,-76,-4.95125,
148,-76,-1.09507,
150,-76,-1.93546,
152,-76,-15.6865,
154,-76,-7.42614,
156,-76,-6.33427,
158,-76,-10.5854,
160,-76,-8.55043,
162,-76,0.884267,
164,-76,1.38762,
166,-76,-5.54122,
168,-76,-13.0807,
170,-76,-11.5188,
172,-76,-15.2758,
174,-76,-7.30025,
176,-76,-5.95065,
178,-76,-5.81938,
180,-76,-4.64768,
-180,-74,-7.95849,
-178,-74,-6.78981,
-176,-74,-9.30194,
-174,-74,-8.79786,
-172,-74,-3.91122,
-170,-74,-4.60243,
-168,-74,-12.5142,
-166,-74,-9.44099,
-164,-74,-5.48681,
-162,-74,-3.7967,
-160,-74,-3.22946,
-158,-74,-4.57009,
-156,-74,-6.04985,
-154,-74,-9.67942,
-152,-74,-7.75496,
-150,-74,-1.29763,
-148,-74,-2.56862,
-146,-74,-10.6441,
-144,-74,-14.8261,
-142,-74,-10.6609,
-140,-74,-3.35973,
-138,-74,-5.27784,
-136,-74,-8.0056,
-134,-74,-7.93143,
-132,-74,-8.72975,
-130,-74,-14.9662,
-128,-74,-16.1971,
-126,-74,-15.6312,
-124,-74,-10.8203,
-122,-74,-2.40221,
-120,-74,-2.56137,
-118,-74,-11.1478,
-116,-74,-9.14127,
-114,-74,-6.25127,
-112,-74,-4.63155,
-110,-74,-2.43729,
-108,-74,-2.4081,
-106,-74,-0.92751,
-104,-74,-0.270215,
-102,-74,-2.9766,
-100,-74,-9.06916,
-98,-74,-9.07527,
-96,-74,-3.13309,
-94,-74,-0.812319,
-92,-74,-0.14812,
-90,-74,-0.316939,
-88,-74,-1.06169,
-86,-74,-0.951637,
-84,-74,-0.418003,
-82,-74,-2.52704,
-80,-74,-14.9144,
-78,-74,-4.06291,
-76,-74,-0.504231,
-74,-74,-2.28855,
-72,-74,-2.41448,
-70,-74,2.10904,
-68,-74,2.5511,
-66,-74,-2.60579,
-64,-74,-14.4041,
-62,-74,-13.5056,
-60,-74,-3.92311,
-58,-74,-3.64053,
-56,-74,-6.04585,
-54,-74,-10.147,
-52,-74,-7.83883,
-50,-74,-4.86459,
-48,-74,-9.91144,
-46,-74,-8.92249,
-44,-74,-6.96944,
-42,-74,-8.52301,
-40,-74,-3.97424,
-38,-74,-2.40153,
-36,-74,-4.38265,
-34,-74,-3.41746,
-32,-74,-0.177565,
-30,-74,-1.45764,
-28,-74,-15.2315,
-26,-74,-7.37226,
-24,-74,-8.62663,
-22,-74,-21.1644,
-20,-74,-9.72549,
-18,-74,-1.85055,
-16,-74,-2.10879,
-14,-74,-13.2221,
-12,-74,-10.5445,
-10,-74,-14.2031,
-8,-74,-10.6993,
-6,-74,-4.08502,
-4,-74,-4.40338,
-2,-74,-7.28815,
0,-74,-8.07212,
2,-74,-7.09058,
4,-74,-8.48893,
6,-74,-8.88811,
8,-74,-5.45894,
10,-74,-6.10806,
12,-74,-14.4457,
14,-74,-13.0735,
16,-74,-5.81276,
18,-74,-2.7757,
20,-74,-2.94327,
22,-74,-6.03059,
24,-74,-5.81185,
26,-74,-7.42051,
28,-74,-10.541,
30,-74,-1.2519,
32,-74,-1.71806,
34,-74,-13.9306,
36,-74,-11.6369,
38,-74,-14.7999,
40,-74,-5.87848,
42,-74,-6.34519,
44,-74,-11.5565,
46,-74,-11.8196,
48,-74,-9.55049,
50,-74,-13.6987,
52,-74,-16.2346,
54,-74,-14.4818,
56,-74,-9.79711,
58,-74,-0.886978,
60,-74,-0.453321,
62,-74,-7.49694,
64,-74,-10.9773,
66,-74,-5.03025,
68,-74,-1.86128,
70,-74,-0.390416,
72,-74,-1.51689,
74,-74,-1.99485,
76,-74,-2.21075,
78,-74,-5.25846,
80,-74,-9.98167,
82,-74,-8.46934,
84,-74,-3.29653,
86,-74,-1.21285,
88,-74,-0.512088,
90,-74,-0.106546,
92,-74,-0.517105,
94,-74,-1.53759,
96,-74,-3.43488,
98,-74,-11.313,
100,-74,-7.66895,
102,-74,0.10899,
104,-74,1.50445,
106,-74,-0.552519,
108,-74,-2.38772,
110,-74,1.94869,
112,-74,2.32388,
114,-74,-3.80526,
116,-74,-11.7117,
118,-74,-20.917,
120,-74,-5.44472,
122,-74,-6.23404,
124,-74,-7.606,
126,-74,-7.53143,
128,-74,-9.27109,
130,-74,-6.32875,
132,-74,-8.73189,
134,-74,-5.45016,
136,-74,-5.24493,
138,-74,-5.96705,
140,-74,-0.670331,
142,-74,0.0485191,
144,-74,-3.74661,
146,-74,-5.65581,
148,-74,-1.41318,
150,-74,-2.4205,
152,-74,-18.8933,
154,-74,-4.90531,
156,-74,-4.53752,
158,-74,-9.33904,
160,-74,-8.88837,
162,-74,0.0961371,
164,-74,0.677941,
166,-74,-7.0587,
168,-74,-10.8918,
170,-74,-9.59037,
172,-74,-15.9669,
174,-74,-6.66457,
176,-74,-6.11456,
178,-74,-8.20554,
180,-74,-7.95849,
-180,-72,-10.5625,
-178,-72,-10.986,
-176,-72,-13.2687,
-174,-72,-6.0641,
-172,-72,-2.03582,
-170,-72,-2.34088,
-168,-72,-6.88742,
-166,-72,-16.2532,
-164,-72,-10.8676,
-162,-72,-5.23866,
-160,-72,-4.10104,
-158,-72,-6.16655,
-156,-72,-8.01454,
-154,-72,-11.4558,
-152,-72,-6.86603,
-150,-72,-0.811092,
-148,-72,-1.93772,
-146,-72,-9.33901,
-144,-72,-17.0087,
-142,-72,-8.47515,
-140,-72,-2.2827,
-138,-72,-3.94854,
-136,-72,-7.77322,
-134,-72,-7.74599,
-132,-72,-7.08729,
-130,-72,-10.0016,
-128,-72,-23.0157,
-126,-72,-17.7679,
-124,-72,-10.354,
-122,-72,-2.37842,
-120,-72,-2.03675,
-118,-72,-9.7916,
-116,-72,-12.1388,
-114,-72,-8.1747,
-112,-72,-5.54637,
-110,-72,-2.48361,
-108,-72,-2.56943,
-106,-72,-1.17778,
-104,-72,-0.0170372,
-102,-72,-2.66441,
-100,-72,-10.0283,
-98,-72,-8.32783,
-96,-72,-1.7812,
-94,-72,1.0904,
-92,-72,1.52769,
-90,-72,0.316815,
-88,-72,-1.09867,
-86,-72,-0.437467,
-84,-72,0.279146,
-82,-72,-2.46877,
-80,-72,-15.0227,
-78,-72,-4.02676,
-76,-72,-1.44991,
-74,-72,-3.54785,
-72,-72,-2.12333,
-70,-72,2.36657,
-68,-72,2.51054,
-66,-72,-2.67748,
-64,-72,-15.8543,
-62,-72,-9.25563,
-60,-72,-1.96019,
-58,-72,-2.40641,
-56,-72,-7.07202,
-54,-72,-19.035,
-52,-72,-6.18039,
-50,-72,-3.55721,
-48,-72,-8.12378,
-46,-72,-9.60803,
-44,-72,-8.77776,
-42,-72,-9.44941,
-40,-72,-3.52445,
-38,-72,-2.31965,
-36,-72,-5.05437,
-34,-72,-4.03617,
-32,-72,-0.773084,
-30,-72,-2.27625,
-28,-72,-18.3639,
-26,-72,-4.27603,
-24,-72,-4.88346,
-22,-72,-13.4896,
-20,-72,-13.6024,
-18,-72,-4.42224,
-16,-72,-4.32936,
-14,-72,-18.1862,
-12,-72,-8.13526,
-10,-72,-11.2856,
-8,-72,-10.4828,
-6,-72,-3.55214,
-4,-72,-4.33356,
-2,-72,-7.98997,
0,-72,-9.00127,
2,-72,-10.8769,
4,-72,-11.0936,
6,-72,-5.83027,
8,-72,-3.16917,
10,-72,-3.86993,
12,-72,-8.23446,
14,-72,-20.5357,
16,-72,-8.15352,
18,-72,-3.04357,
20,-72,-3.32113,
22,-72,-8.03786,
24,-72,-7.22273,
26,-72,-8.5629,
28,-72,-9.35849,
30,-72,-0.63186,
32,-72,-1.12673,
34,-72,-12.058,
36,-72,-14.4588,
38,-72,-14.8432,
40,-72,-4.90305,
42,-72,-5.073,
44,-72,-10.2238,
46,-72,-10.9797,
48,-72,-7.937,
50,-72,-10.2627,
52,-72,-33.7536,
54,-72,-19.07,
56,-72,-9.21932,
58,-72,-0.447809,
60,-72,0.361643,
62,-72,-5.8058,
64,-72,-14.7048,
66,-72,-6.33327,
68,-72,-2.2748,
70,-72,-0.365679,
72,-72,-2.01063,
74,-72,-3.10112,
76,-72,-2.20203,
78,-72,-4.72727,
80,-72,-10.6875,
82,-72,-11.2214,
84,-72,-3.5303,
86,-72,0.48787,
88,-72,1.79972,
90,-72,1.40268,
92,-72,0.142909,
94,-72,-0.888838,
96,-72,-2.74547,
98,-72,-11.9243,
100,-72,-6.76508,
102,-72,-0.188929,
104,-72,0.559342,
106,-72,-1.69965,
108,-72,-2.09915,
110,-72,2.47602,
112,-72,2.54085,
114,-72,-3.5353,
116,-72,-14.5932,
118,-72,-11.3865,
120,-72,-2.34922,
122,-72,-3.24357,
124,-72,-8.65485,
126,-72,-14.9467,
128,-72,-10.0639,
130,-72,-6.15757,
132,-72,-9.69476,
134,-72,-6.25901,
136,-72,-6.0954,
138,-72,-5.77296,
140,-72,-0.294563,
142,-72,0.0054651,
144,-72,-4.94935,
146,-72,-7.21186,
148,-72,-2.41836,
150,-72,-3.68882,
152,-72,-19.4786,
154,-72,-2.77236,
156,-72,-2.5228,
158,-72,-7.12013,
160,-72,-9.63043,
162,-72,-1.49188,
164,-72,-0.648586,
166,-72,-9.17053,
168,-72,-8.47776,
170,-72,-7.63703,
172,-72,-17.464,
174,-72,-6.73703,
176,-72,-6.87763,
178,-72,-10.8428,
180,-72,-10.5625,
-180,-70,-6.26336,
-178,-70,-9.66947,
-176,-70,-17.1164,
-174,-70,-4.17981,
-172,-70,-0.805279,
-170,-70,-0.905653,
-168,-70,-3.33004,
-166,-70,-8.59395,
-164,-70,-15.0855,
-162,-70,-7.35889,
-160,-70,-6.10715,
-158,-70,-9.4689,
-156,-70,-12.1918,
-154,-70,-16.2116,
-152,-70,-6.55553,
-150,-70,-0.681835,
-148,-70,-1.78917,
-146,-70,-8.8599,
-144,-70,-16.8061,
-142,-70,-7.2828,
-140,-70,-1.65507,
-138,-70,-2.97769,
-136,-70,-7.06573,
-134,-70,-7.22371,
-132,-70,-5.42371,
-130,-70,-6.43975,
-128,-70,-16.0523,
-126,-70,-18.0344,
-124,-70,-10.8244,
-122,-70,-2.96137,
-120,-70,-1.81163,
-118,-70,-7.9343,
-116,-70,-20.6715,
-114,-70,-12.1874,
-112,-70,-6.56681,
-110,-70,-2.51297,
-108,-70,-2.94541,
-106,-70,-1.80977,
-104,-70,0.0439752,
-102,-70,-2.40489,
-100,-70,-10.997,
-98,-70,-7.06039,
-96,-70,-0.785064,
-94,-70,2.58483,
-92,-70,3.50308,
-90,-70,2.11922,
-88,-70,-0.466748,
-86,-70,-0.201675,
-84,-70,0.519602,
-82,-70,-2.92346,
-80,-70,-13.1159,
-78,-70,-4.32495,
-76,-70,-3.25007,
-74,-70,-5.77015,
-72,-70,-2.28838,
-70,-70,2.10904,
-68,-70,1.94495,
-66,-70,-3.2187,
-64,-70,-16.2705,
-62,-70,-6.50067,
-60,-70,-0.524683,
