Phi[deg],Theta[deg],dB(GainTotal),Array_Data
-40,120,-14.7168,
-38,120,-13.2759,
-36,120,-12.7283,
-34,120,-10.765,
-32,120,-15.0768,
-30,120,-12.9818,
-28,120,-10.4593,
-26,120,-15.5726,
-24,120,-16.3168,
-22,120,-16.781,
-20,120,-19.9975,
-18,120,-14.9868,
-16,120,-13.5451,
-14,120,-10.9403,
-12,120,-8.83752,
-10,120,-8.94318,
-8,120,-11.7262,
-6,120,-17.7757,
-4,120,-22.6983,
-2,120,-23.0572,
0,120,-22.0764,
2,120,-21.0162,
4,120,-25.2556,
6,120,-22.8029,
8,120,-16.6611,
10,120,-15.3672,
12,120,-14.9785,
14,120,-12.1793,
16,120,-11.6254,
18,120,-16.2802,
20,120,-18.4128,
22,120,-12.81,
24,120,-10.8547,
26,120,-10.092,
28,120,-11.3371,
30,120,-13.9562,
32,120,-14.0546,
34,120,-12.4401,
36,120,-12.3817,
38,120,-15.5198,
40,120,-16.7324,
42,120,-14.7686,
44,120,-16.3922,
46,120,-22.0196,
48,120,-21.3893,
50,120,-11.622,
52,120,-9.59954,
54,120,-12.232,
56,120,-13.8213,
58,120,-13.6262,
60,120,-16.8472,
62,120,-17.1586,
64,120,-13.3626,
66,120,-10.9487,
68,120,-9.8717,
70,120,-9.99428,
72,120,-12.433,
74,120,-19.7198,
76,120,-17.3473,
78,120,-14.9743,
80,120,-19.1674,
82,120,-18.2465,
84,120,-15.3538,
86,120,-13.5643,
88,120,-10.2587,
90,120,-9.31911,
92,120,-11.357,
94,120,-15.258,
96,120,-16.0006,
98,120,-13.6065,
100,120,-13.7343,
102,120,-16.0584,
104,120,-14.5705,
106,120,-13.8092,
108,120,-17.1172,
110,120,-27.3376,
112,120,-15.1768,
114,120,-11.8745,
116,120,-14.1866,
118,120,-17.2713,
120,120,-15.3323,
122,120,-13.7216,
124,120,-12.2321,
126,120,-10.8048,
128,120,-10.2893,
130,120,-12.9797,
132,120,-16.539,
134,120,-19.5227,
136,120,-19.4666,
138,120,-14.8766,
140,120,-14.2479,
142,120,-15.0861,
144,120,-12.4603,
146,120,-10.0858,
148,120,-14.804,
150,120,-19.4934,
152,120,-14.3808,
154,120,-16.9798,
156,120,-12.0173,
158,120,-12.4423,
160,120,-14.9713,
162,120,-10.7278,
164,120,-10.1888,
166,120,-12.0105,
168,120,-10.1321,
170,120,-8.06736,
172,120,-8.89272,
174,120,-13.0011,
176,120,-18.2615,
178,120,-17.054,
180,120,-17.6711,
-180,122,-20.7474,
-178,122,-21.3521,
-176,122,-17.7801,
-174,122,-13.3164,
-172,122,-11.028,
-170,122,-11.8775,
-168,122,-16.7431,
-166,122,-16.9294,
-164,122,-14.1568,
-162,122,-15.3866,
-160,122,-13.2642,
-158,122,-10.6527,
-156,122,-10.2156,
-154,122,-9.82242,
-152,122,-10.1994,
-150,122,-12.7742,
-148,122,-15.0887,
-146,122,-12.1877,
-144,122,-10.0739,
-142,122,-11.1542,
-140,122,-14.4137,
-138,122,-16.9086,
-136,122,-16.3938,
-134,122,-14.6736,
-132,122,-15.5188,
-130,122,-15.5908,
-128,122,-14.0645,
-126,122,-10.3607,
-124,122,-9.02864,
-122,122,-12.6025,
-120,122,-26.1064,
-118,122,-16.3613,
-116,122,-11.717,
-114,122,-10.673,
-112,122,-13.1482,
-110,122,-16.7235,
-108,122,-16.0578,
-106,122,-19.1868,
-104,122,-22.985,
-102,122,-17.0949,
-100,122,-17.5081,
-98,122,-22.976,
-96,122,-17.581,
-94,122,-12.8023,
-92,122,-11.6558,
-90,122,-13.327,
-88,122,-16.3118,
-86,122,-15.8852,
-84,122,-14.0481,
-82,122,-15.4283,
-80,122,-17.2572,
-78,122,-11.6278,
-76,122,-10.74,
-74,122,-13.4044,
-72,122,-12.8449,
-70,122,-17.2701,
-68,122,-16.0748,
-66,122,-8.80133,
-64,122,-9.60899,
-62,122,-14.7492,
-60,122,-12.7352,
-58,122,-10.5608,
-56,122,-10.3192,
-54,122,-11.2267,
-52,122,-12.1711,
-50,122,-12.9144,
-48,122,-12.0797,
-46,122,-10.5245,
-44,122,-11.6428,
-42,122,-17.343,
-40,122,-15.4458,
-38,122,-12.9377,
-36,122,-12.334,
-34,122,-11.2293,
-32,122,-17.0183,
-30,122,-14.0333,
-28,122,-9.85615,
-26,122,-13.6296,
-24,122,-15.0367,
-22,122,-13.6863,
-20,122,-18.3392,
-18,122,-14.56,
-16,122,-12.1435,
-14,122,-11.2859,
-12,122,-10.3476,
-10,122,-10.5855,
-8,122,-12.4823,
-6,122,-16.449,
-4,122,-22.537,
-2,122,-21.097,
0,122,-18.5056,
2,122,-19.7362,
4,122,-26.1433,
6,122,-21.0872,
8,122,-16.0173,
10,122,-16.6176,
12,122,-22.0305,
14,122,-16.0196,
16,122,-14.1674,
18,122,-17.2471,
20,122,-14.2185,
22,122,-11.8247,
24,122,-11.9743,
26,122,-10.8106,
28,122,-10.5149,
30,122,-12.106,
32,122,-12.5286,
34,122,-11.0903,
36,122,-10.7764,
38,122,-12.4128,
40,122,-13.1483,
42,122,-12.9686,
44,122,-14.8534,
46,122,-16.5043,
48,122,-15.9395,
50,122,-10.7666,
52,122,-8.90436,
54,122,-11.3092,
56,122,-13.0472,
58,122,-12.3632,
60,122,-15.251,
62,122,-17.7348,
64,122,-13.2411,
66,122,-10.1078,
68,122,-8.97262,
70,122,-9.43307,
72,122,-11.6194,
74,122,-15.6662,
76,122,-16.4544,
78,122,-15.6289,
80,122,-20.5197,
82,122,-25.8606,
84,122,-17.0148,
86,122,-14.8815,
88,122,-13.6892,
90,122,-13.4744,
92,122,-15.4988,
94,122,-16.7376,
96,122,-13.8432,
98,122,-12.9763,
100,122,-15.7121,
102,122,-16.7997,
104,122,-13.6911,
106,122,-14.0376,
108,122,-18.8272,
110,122,-27.4155,
112,122,-16.8749,
114,122,-15.2462,
116,122,-18.3779,
118,122,-18.246,
120,122,-15.543,
122,122,-12.2121,
124,122,-10.6726,
126,122,-10.7976,
128,122,-11.4918,
130,122,-13.4681,
132,122,-14.1223,
134,122,-16.8261,
136,122,-25.6528,
138,122,-17.3483,
140,122,-14.726,
142,122,-14.9024,
144,122,-13.8917,
146,122,-11.2111,
148,122,-15.1868,
150,122,-18.8222,
152,122,-12.6529,
154,122,-13.3501,
156,122,-9.5903,
158,122,-8.51265,
160,122,-11.3405,
162,122,-11.1806,
164,122,-10.1594,
166,122,-11.8784,
168,122,-11.6692,
170,122,-9.9667,
172,122,-10.6314,
174,122,-13.7183,
176,122,-17.0422,
178,122,-18.721,
180,122,-20.7474,
-180,124,-21.7431,
-178,124,-16.6232,
-176,124,-12.4964,
-174,124,-9.71231,
-172,124,-8.62949,
-170,124,-9.7331,
-168,124,-12.8709,
-166,124,-16.9746,
-164,124,-25.6383,
-162,124,-13.5777,
-160,124,-8.1861,
-158,124,-7.72236,
-156,124,-11.309,
-154,124,-15.1249,
-152,124,-14.0397,
-150,124,-15.7341,
-148,124,-16.9096,
-146,124,-13.364,
-144,124,-11.3141,
-142,124,-11.9272,
-140,124,-13.9134,
-138,124,-15.4782,
-136,124,-14.2887,
-134,124,-12.6521,
-132,124,-13.5501,
-130,124,-14.6456,
-128,124,-15.8128,
-126,124,-13.3695,
-124,124,-10.5114,
-122,124,-11.9367,
-120,124,-17.9374,
-118,124,-17.8283,
-116,124,-13.1657,
-114,124,-11.7897,
-112,124,-14.3012,
-110,124,-18.5788,
-108,124,-15.1106,
-106,124,-14.6622,
-104,124,-17.4708,
-102,124,-17.5689,
-100,124,-18.4839,
-98,124,-26.956,
-96,124,-15.8421,
-94,124,-10.9109,
-92,124,-9.91094,
-90,124,-11.4695,
-88,124,-14.2181,
-86,124,-14.1695,
-84,124,-13.419,
-82,124,-15.7773,
-80,124,-14.8069,
-78,124,-11.4933,
-76,124,-13.523,
-74,124,-18.5637,
-72,124,-14.9005,
-70,124,-20.7235,
-68,124,-14.3442,
-66,124,-9.14462,
-64,124,-10.3069,
-62,124,-14.9394,
-60,124,-15.0288,
-58,124,-13.6688,
-56,124,-14.0809,
-54,124,-15.982,
-52,124,-15.7135,
-50,124,-14.1819,
-48,124,-12.5499,
-46,124,-11.1906,
-44,124,-12.1723,
-42,124,-16.9835,
-40,124,-14.7991,
-38,124,-11.9952,
-36,124,-11.7864,
-34,124,-11.1733,
-32,124,-16.2215,
-30,124,-18.1402,
-28,124,-11.1649,
-26,124,-13.5802,
-24,124,-13.2777,
-22,124,-10.7816,
-20,124,-13.4403,
-18,124,-13.9585,
-16,124,-12.5886,
-14,124,-14.5857,
-12,124,-14.8851,
-10,124,-12.9065,
-8,124,-12.872,
-6,124,-15.5519,
-4,124,-19.5133,
-2,124,-16.5457,
0,124,-14.977,
2,124,-17.644,
4,124,-22.7722,
6,124,-16.2852,
8,124,-13.1083,
10,124,-14.5711,
12,124,-24.9141,
14,124,-21.3163,
16,124,-18.0457,
18,124,-15.2781,
20,124,-10.3599,
22,124,-9.79599,
24,124,-13.3913,
26,124,-13.8708,
28,124,-11.7148,
30,124,-12.342,
32,124,-12.9281,
34,124,-11.8372,
36,124,-11.2529,
38,124,-11.7661,
40,124,-11.6945,
42,124,-12.203,
44,124,-14.1299,
46,124,-13.2148,
48,124,-12.0383,
50,124,-9.68627,
52,124,-8.43757,
54,124,-10.8324,
56,124,-13.3849,
58,124,-12.4599,
60,124,-14.9479,
62,124,-18.2857,
64,124,-13.3234,
66,124,-9.97346,
68,124,-9.02645,
70,124,-9.94074,
72,124,-12.3038,
74,124,-15.3095,
76,124,-15.8767,
78,124,-14.9119,
80,124,-16.4077,
82,124,-20.3862,
84,124,-16.0873,
86,124,-11.7366,
88,124,-10.2862,
90,124,-11.583,
92,124,-16.397,
94,124,-17.6726,
96,124,-13.5248,
98,124,-13.9884,
100,124,-18.6826,
102,124,-16.3401,
104,124,-13.578,
106,124,-14.9443,
108,124,-19.6375,
110,124,-22.0256,
112,124,-20.1397,
114,124,-21.6881,
116,124,-18.2597,
118,124,-16.3046,
120,124,-16.4829,
122,124,-11.9791,
124,124,-9.84829,
126,124,-10.2895,
128,124,-11.6072,
130,124,-12.5125,
132,124,-12.0456,
134,124,-14.3251,
136,124,-24.2417,
138,124,-19.2387,
140,124,-14.4368,
142,124,-13.8363,
144,124,-15.6396,
146,124,-13.2233,
148,124,-15.6806,
150,124,-20.1795,
152,124,-13.0173,
154,124,-12.3933,
156,124,-8.42903,
158,124,-6.54941,
160,124,-8.73974,
162,124,-11.4663,
164,124,-10.8217,
166,124,-12.8696,
168,124,-16.4401,
170,124,-14.8457,
172,124,-14.5394,
174,124,-15.7574,
176,124,-16.8123,
178,124,-19.636,
180,124,-21.7431,
-180,126,-27.8052,
-178,126,-15.9366,
-176,126,-10.0625,
-174,126,-7.97723,
-172,126,-8.3902,
-170,126,-10.1665,
-168,126,-10.6944,
-166,126,-12.0277,
-164,126,-20.7039,
-162,126,-11.1463,
-160,126,-5.98477,
-158,126,-5.78141,
-156,126,-9.64228,
-154,126,-16.3858,
-152,126,-15.9421,
-150,126,-15.8895,
-148,126,-15.8768,
-146,126,-14.4289,
-144,126,-13.3884,
-142,126,-13.6119,
-140,126,-14.6296,
-138,126,-15.7552,
-136,126,-13.9049,
-134,126,-12.052,
-132,126,-12.5631,
-130,126,-13.1015,
-128,126,-15.3862,
-126,126,-21.1015,
-124,126,-14.2553,
-122,126,-12.4531,
-120,126,-14.1713,
-118,126,-15.7462,
-116,126,-15.0196,
-114,126,-14.7378,
-112,126,-17.9574,
-110,126,-18.6932,
-108,126,-13.2172,
-106,126,-12.0513,
-104,126,-14.4251,
-102,126,-18.5365,
-100,126,-21.9744,
-98,126,-23.2449,
-96,126,-14.3077,
-94,126,-10.1886,
-92,126,-9.48305,
-90,126,-11.5752,
-88,126,-14.8554,
-86,126,-14.2209,
-84,126,-14.4882,
-82,126,-18.5487,
-80,126,-14.8493,
-78,126,-12.5687,
-76,126,-16.2136,
-74,126,-17.7,
-72,126,-15.501,
-70,126,-22.9759,
-68,126,-13.758,
-66,126,-9.88963,
-64,126,-10.9986,
-62,126,-14.0661,
-60,126,-16.4355,
-58,126,-19.9469,
-56,126,-24.9495,
-54,126,-19.1555,
-52,126,-13.8903,
-50,126,-12.631,
-48,126,-13.6244,
-46,126,-14.1745,
-44,126,-14.8922,
-42,126,-17.976,
-40,126,-13.7035,
-38,126,-10.8067,
-36,126,-10.6993,
-34,126,-10.1157,
-32,126,-12.5482,
-30,126,-26.4098,
-28,126,-15.2318,
-26,126,-15.5182,
-24,126,-13.0037,
-22,126,-9.80242,
-20,126,-11.7403,
-18,126,-15.1243,
-16,126,-14.7259,
-14,126,-20.5986,
-12,126,-21.0042,
-10,126,-13.5423,
-8,126,-12.8972,
-6,126,-15.3691,
-4,126,-16.3356,
-2,126,-14.3567,
0,126,-14.5253,
2,126,-18.4638,
4,126,-21.5767,
6,126,-15.2048,
8,126,-12.8722,
10,126,-14.4383,
12,126,-18.4239,
14,126,-18.5636,
16,126,-22.1271,
18,126,-13.7356,
20,126,-8.41066,
22,126,-8.20061,
24,126,-12.8659,
26,126,-17.2271,
28,126,-13.2376,
30,126,-12.9976,
32,126,-14.096,
34,126,-14.3264,
36,126,-13.6085,
38,126,-12.5838,
40,126,-11.5022,
42,126,-12.5944,
44,126,-15.5446,
46,126,-12.4443,
48,126,-10.2478,
50,126,-8.65151,
52,126,-7.7763,
54,126,-9.87214,
56,126,-13.5169,
58,126,-13.6643,
60,126,-16.2347,
62,126,-19.2343,
64,126,-13.704,
66,126,-10.6769,
68,126,-10.2736,
70,126,-12.2016,
72,126,-15.8157,
74,126,-17.1647,
76,126,-14.8784,
78,126,-13.2676,
80,126,-13.8149,
82,126,-17.0873,
84,126,-15.6412,
86,126,-10.5925,
88,126,-8.66663,
90,126,-9.74601,
92,126,-14.0094,
94,126,-17.2658,
96,126,-15.3968,
98,126,-17.5919,
100,126,-20.9913,
102,126,-15.4594,
104,126,-13.7762,
106,126,-15.1234,
108,126,-16.9503,
110,126,-18.1526,
112,126,-23.1042,
114,126,-18.26,
116,126,-12.1669,
118,126,-11.8892,
120,126,-15.9975,
122,126,-13.1623,
124,126,-10.0857,
126,126,-10.1415,
128,126,-11.5223,
130,126,-12.1363,
132,126,-11.5897,
134,126,-13.6377,
136,126,-19.865,
138,126,-17.9744,
140,126,-13.3995,
142,126,-12.1637,
144,126,-15.1848,
146,126,-15.1474,
148,126,-15.3806,
150,126,-23.1741,
152,126,-16.1753,
154,126,-14.5144,
156,126,-9.41622,
158,126,-6.66339,
160,126,-8.41655,
162,126,-13.1129,
164,126,-12.3547,
166,126,-13.2272,
168,126,-18.4163,
170,126,-17.4604,
172,126,-16.7766,
174,126,-18.3622,
176,126,-17.2378,
178,126,-18.4202,
180,126,-27.8052,
-180,128,-16.5097,
-178,128,-19.1726,
-176,128,-10.3302,
-174,128,-8.291,
-172,128,-10.6333,
-170,128,-13.9978,
-168,128,-9.85646,
-166,128,-9.24384,
-164,128,-14.3933,
-162,128,-11.1927,
-160,128,-6.20671,
-158,128,-5.81549,
-156,128,-8.31991,
-154,128,-10.5679,
-152,128,-10.6227,
-150,128,-10.6586,
-148,128,-10.6684,
-146,128,-11.1048,
-144,128,-11.9848,
-142,128,-12.8536,
-140,128,-14.1913,
-138,128,-16.2785,
-136,128,-14.5955,
-134,128,-12.5176,
-132,128,-12.4103,
-130,128,-11.6325,
-128,128,-12.3982,
-126,128,-20.0977,
-124,128,-20.687,
-122,128,-13.7813,
-120,128,-13.0826,
-118,128,-14.2682,
-116,128,-16.213,
-114,128,-18.7258,
-112,128,-20.4912,
-110,128,-15.9933,
-108,128,-12.1855,
-106,128,-11.5064,
-104,128,-13.8553,
-102,128,-18.9789,
-100,128,-22.1668,
-98,128,-17.9559,
-96,128,-13.0434,
-94,128,-10.6259,
-92,128,-11.2353,
-90,128,-15.408,
-88,128,-17.0213,
-86,128,-13.4443,
-84,128,-14.561,
-82,128,-22.3595,
-80,128,-17.6925,
-78,128,-14.8787,
-76,128,-15.1797,
-74,128,-13.5718,
-72,128,-14.7586,
-70,128,-21.5292,
-68,128,-14.1911,
-66,128,-11.4932,
-64,128,-12.3638,
-62,128,-13.4832,
-60,128,-14.851,
-58,128,-16.9917,
-56,128,-15.3631,
-54,128,-11.5883,
-52,128,-9.3278,
-50,128,-9.57749,
-48,128,-12.9509,
-46,128,-18.3035,
-44,128,-17.5204,
-42,128,-17.2878,
-40,128,-13.0126,
-38,128,-10.166,
-36,128,-10.022,
-34,128,-9.24746,
-32,128,-9.8148,
-30,128,-16.2144,
-28,128,-25.3677,
-26,128,-20.2476,
-24,128,-15.4606,
-22,128,-11.1829,
-20,128,-12.7864,
-18,128,-19.9125,
-16,128,-16.3611,
-14,128,-15.4245,
-12,128,-15.0247,
-10,128,-13.1457,
-8,128,-13.9656,
-6,128,-15.2394,
-4,128,-12.8333,
-2,128,-11.8958,
0,128,-14.2249,
2,128,-21.4961,
4,128,-24.0876,
6,128,-17.672,
8,128,-16.9495,
10,128,-18.105,
12,128,-14.942,
14,128,-13.8987,
16,128,-21.086,
18,128,-15.1308,
20,128,-8.83998,
22,128,-8.53492,
24,128,-12.36,
26,128,-14.0806,
28,128,-11.5266,
30,128,-11.128,
32,128,-12.1652,
34,128,-14.0492,
36,128,-14.5915,
38,128,-12.5967,
40,128,-11.0478,
42,128,-12.7357,
44,128,-19.6894,
46,128,-13.9498,
48,128,-10.1774,
50,128,-8.25067,
52,128,-7.21987,
54,128,-8.7257,
56,128,-12.586,
58,128,-15.0381,
60,128,-18.383,
62,128,-19.5362,
64,128,-14.2921,
66,128,-12.3143,
68,128,-13.0731,
70,128,-17.2289,
72,128,-22.7223,
74,128,-16.5415,
76,128,-13.3134,
78,128,-12.5102,
80,128,-13.6248,
82,128,-16.7332,
84,128,-16.5171,
86,128,-12.2028,
88,128,-10.2327,
90,128,-10.7127,
92,128,-12.8954,
94,128,-15.1835,
96,128,-17.9328,
98,128,-24.0133,
100,128,-19.1748,
102,128,-15.0082,
104,128,-14.2522,
106,128,-14.2517,
108,128,-13.678,
110,128,-15.0171,
112,128,-23.7307,
114,128,-14.7453,
116,128,-9.2377,
118,128,-9.08286,
120,128,-13.3425,
122,128,-14.6784,
124,128,-11.1861,
126,128,-10.8326,
128,128,-12.4163,
130,128,-13.615,
132,128,-13.4818,
134,128,-15.9968,
136,128,-21.6053,
138,128,-18.8907,
140,128,-14.0605,
142,128,-11.8815,
144,128,-14.5717,
146,128,-16.5548,
148,128,-14.1183,
150,128,-17.8212,
152,128,-20.9734,
154,128,-24.0229,
156,128,-14.4232,
158,128,-9.46324,
160,128,-10.8262,
162,128,-18.6828,
164,128,-13.4266,
166,128,-11.2002,
168,128,-12.2485,
170,128,-12.588,
172,128,-14.5328,
174,128,-20.9099,
176,128,-14.9282,
178,128,-12.451,
180,128,-16.5097,
-180,130,-9.9048,
-178,130,-19.0695,
-176,130,-14.2831,
-174,130,-10.8516,
-172,130,-15.0806,
-170,130,-19.3404,
-168,130,-9.83177,
-166,130,-8.76754,
-164,130,-13.3292,
-162,130,-14.27,
-160,130,-9.01706,
-158,130,-8.08484,
-156,130,-8.62147,
-154,130,-8.5439,
-152,130,-8.64806,
-150,130,-8.85152,
-148,130,-8.7515,
-146,130,-9.22718,
-144,130,-10.3216,
-142,130,-11.5554,
-140,130,-13.4969,
-138,130,-16.315,
-136,130,-14.968,
-134,130,-13.0254,
-132,130,-12.6219,
-130,130,-10.9963,
-128,130,-10.6423,
-126,130,-14.5544,
-124,130,-23.254,
-122,130,-16.4764,
-120,130,-14.5518,
-118,130,-15.2618,
-116,130,-17.5044,
-114,130,-21.1783,
-112,130,-19.7519,
-110,130,-15.444,
-108,130,-13.302,
-106,130,-13.4945,
-104,130,-15.8226,
-102,130,-18.1343,
-100,130,-16.7579,
-98,130,-13.9982,
-96,130,-11.7561,
-94,130,-11.3661,
-92,130,-14.4651,
-90,130,-26.2464,
-88,130,-15.5135,
-86,130,-11.6872,
-84,130,-12.7712,
-82,130,-18.3396,
-80,130,-22.327,
-78,130,-17.8967,
-76,130,-14.4593,
-74,130,-13.2295,
-72,130,-16.1753,
-70,130,-19.7083,
-68,130,-14.8257,
-66,130,-14.1886,
-64,130,-15.0349,
-62,130,-13.9664,
-60,130,-13.7999,
-58,130,-14.0003,
-56,130,-12.1637,
-54,130,-9.53428,
-52,130,-8.0899,
-50,130,-8.96412,
-48,130,-13.4151,
-46,130,-19.5939,
-44,130,-15.4604,
-42,130,-15.8645,
-40,130,-14.1042,
-38,130,-10.8984,
-36,130,-10.7784,
-34,130,-9.85224,
-32,130,-8.93057,
-30,130,-11.9324,
-28,130,-19.981,
-26,130,-21.5656,
-24,130,-20.4502,
-22,130,-14.642,
-20,130,-14.5772,
-18,130,-19.5166,
-16,130,-15.0564,
-14,130,-12.5385,
-12,130,-13.3065,
-10,130,-15.2643,
-8,130,-16.9055,
-6,130,-13.2713,
-4,130,-9.61599,
-2,130,-8.78259,
0,130,-10.7951,
2,130,-16.4524,
4,130,-28.6103,
6,130,-23.8486,
8,130,-26.8861,
10,130,-18.8619,
12,130,-12.4079,
14,130,-11.4318,
16,130,-16.8631,
18,130,-21.8752,
20,130,-12.3902,
22,130,-11.6874,
24,130,-12.9154,
26,130,-11.0124,
28,130,-9.59694,
30,130,-9.61677,
32,130,-10.523,
34,130,-12.4521,
36,130,-13.6766,
38,130,-12.0722,
40,130,-10.5538,
42,130,-12.0589,
44,130,-20.5951,
46,130,-16.9162,
48,130,-11.4936,
50,130,-8.98357,
52,130,-7.57491,
54,130,-8.62641,
56,130,-12.4148,
58,130,-16.1744,
60,130,-18.7045,
62,130,-17.7019,
64,130,-14.6116,
66,130,-14.581,
68,130,-17.401,
70,130,-20.4024,
72,130,-16.8029,
74,130,-13.7116,
76,130,-12.856,
78,130,-13.65,
80,130,-15.4973,
82,130,-17.0701,
84,130,-16.7571,
86,130,-15.6199,
88,130,-14.4378,
90,130,-13.0689,
92,130,-12.3055,
94,130,-13.3547,
96,130,-17.6487,
98,130,-23.8484,
100,130,-17.9014,
102,130,-15.6183,
104,130,-15.5169,
106,130,-13.857,
108,130,-11.8367,
110,130,-12.8684,
112,130,-22.5411,
114,130,-14.6428,
116,130,-8.63953,
118,130,-8.20095,
120,130,-11.8123,
122,130,-15.5554,
124,130,-12.9267,
126,130,-12.4819,
128,130,-14.6538,
130,130,-17.6563,
132,130,-19.1525,
134,130,-23.2964,
136,130,-21.3241,
138,130,-20.5176,
140,130,-18.0832,
142,130,-13.4714,
144,130,-15.0934,
146,130,-17.9955,
148,130,-12.8792,
150,130,-12.6451,
152,130,-13.7568,
154,130,-14.2872,
156,130,-15.4081,
158,130,-12.953,
160,130,-13.817,
162,130,-20.7398,
164,130,-12.9924,
166,130,-9.89718,
168,130,-10.34,
170,130,-11.8747,
172,130,-15.5814,
174,130,-19.6812,
176,130,-10.7747,
178,130,-8.00241,
180,130,-9.9048,
-180,132,-7.7027,
-178,132,-13.9122,
-176,132,-20.0022,
-174,132,-13.3216,
-172,132,-13.6124,
-170,132,-13.5063,
-168,132,-10.5982,
-166,132,-10.9087,
-164,132,-17.0384,
-162,132,-21.1949,
-160,132,-12.7883,
-158,132,-9.88728,
-156,132,-8.31999,
-154,132,-8.18771,
-152,132,-9.71186,
-150,132,-11.0899,
-148,132,-11.0779,
-146,132,-11.6007,
-144,132,-12.8215,
-142,132,-14.2664,
-140,132,-16.9005,
-138,132,-18.1619,
-136,132,-14.028,
-134,132,-12.0931,
-132,132,-12.0623,
-130,132,-11.0038,
-128,132,-10.4493,
-126,132,-13.0436,
-124,132,-19.475,
-122,132,-19.4457,
-120,132,-17.7873,
-118,132,-17.834,
-116,132,-18.1754,
-114,132,-19.8189,
-112,132,-19.3491,
-110,132,-16.5985,
-108,132,-15.9632,
-106,132,-18.2987,
-104,132,-22.1267,
-102,132,-18.5234,
-100,132,-14.5281,
-98,132,-12.123,
-96,132,-10.9842,
-94,132,-11.7114,
-92,132,-15.5456,
-90,132,-19.2723,
-88,132,-13.5416,
-86,132,-11.2501,
-84,132,-12.1784,
-82,132,-15.8415,
-80,132,-21.129,
-78,132,-18.8567,
-76,132,-15.2788,
-74,132,-15.2111,
-72,132,-17.0564,
-70,132,-15.0632,
-68,132,-13.9719,
-66,132,-16.6323,
-64,132,-17.1928,
-62,132,-13.9729,
-60,132,-13.3204,
-58,132,-14.0804,
-56,132,-13.8888,
-54,132,-11.854,
-52,132,-10.5353,
-50,132,-12.1177,
-48,132,-18.7844,
-46,132,-16.0032,
-44,132,-12.1524,
-42,132,-14.7989,
-40,132,-18.96,
-38,132,-12.8767,
-36,132,-12.8008,
-34,132,-12.8684,
-32,132,-9.99167,
-30,132,-10.5066,
-28,132,-13.7736,
-26,132,-14.1434,
-24,132,-13.8335,
-22,132,-12.6819,
-20,132,-11.4789,
-18,132,-12.4983,
-16,132,-13.7788,
-14,132,-14.0315,
-12,132,-16.5083,
-10,132,-20.6204,
-8,132,-15.3601,
-6,132,-10.3743,
-4,132,-7.61278,
-2,132,-6.85349,
0,132,-8.26744,
2,132,-12.6523,
4,132,-21.3287,
6,132,-17.3431,
8,132,-14.4025,
10,132,-13.0593,
12,132,-11.2391,
14,132,-11.2288,
16,132,-15.2496,
18,132,-24.9912,
20,132,-17.2173,
22,132,-13.1596,
24,132,-10.0651,
26,132,-8.53782,
28,132,-9.02804,
30,132,-10.5346,
32,132,-12.2523,
34,132,-14.9455,
36,132,-16.8187,
38,132,-14.6211,
40,132,-12.3679,
42,132,-13.0701,
44,132,-17.8676,
46,132,-16.3346,
48,132,-12.8585,
50,132,-11.0555,
52,132,-9.66071,
54,132,-10.7129,
56,132,-15.102,
58,132,-16.9747,
60,132,-15.0536,
62,132,-13.8143,
64,132,-13.1728,
66,132,-14.945,
68,132,-18.5268,
70,132,-15.8429,
72,132,-12.8502,
74,132,-12.3967,
76,132,-14.1159,
78,132,-17.2845,
80,132,-18.3987,
82,132,-16.2657,
84,132,-14.3956,
86,132,-13.3883,
88,132,-12.5899,
90,132,-11.596,
92,132,-11.1947,
94,132,-12.4571,
96,132,-16.5367,
98,132,-24.3351,
100,132,-20.4051,
102,132,-18.1995,
104,132,-18.9298,
106,132,-15.1823,
108,132,-11.6071,
110,132,-11.9399,
112,132,-20.0192,
114,132,-17.0166,
116,132,-9.68462,
118,132,-8.85454,
120,132,-12.0869,
122,132,-17.5192,
124,132,-16.439,
126,132,-16.0696,
128,132,-18.6561,
130,132,-21.4042,
132,132,-19.7714,
134,132,-15.9029,
136,132,-12.9841,
138,132,-14.1296,
140,132,-20.4848,
142,132,-15.5154,
144,132,-15.1359,
146,132,-19.386,
148,132,-12.6205,
150,132,-9.89253,
152,132,-8.87441,
154,132,-7.77179,
156,132,-7.69174,
158,132,-8.52614,
160,132,-10.3082,
162,132,-14.2064,
164,132,-13.9692,
166,132,-10.9482,
168,132,-11.1358,
170,132,-13.8461,
172,132,-17.3818,
174,132,-13.5505,
176,132,-8.35207,
178,132,-6.36462,
180,132,-7.7027,
-180,134,-8.85106,
-178,134,-11.2429,
-176,134,-11.8598,
-174,134,-10.8117,
-172,134,-11.0039,
-170,134,-12.003,
-168,134,-13.3267,
-166,134,-17.4707,
-164,134,-27.614,
-162,134,-14.8459,
-160,134,-9.88566,
-158,134,-7.43366,
-156,134,-6.77957,
-154,134,-8.34635,
-152,134,-12.8982,
-150,134,-19.7476,
-148,134,-20.2683,
-146,134,-20.4541,
-144,134,-19.2645,
-142,134,-18.3599,
-140,134,-18.7427,
-138,134,-15.1681,
-136,134,-11.3108,
-134,134,-9.93218,
-132,134,-10.3957,
-130,134,-10.8445,
-128,134,-11.1668,
-126,134,-13.341,
-124,134,-16.2427,
